layer,position,n_horizon,rho_pc1_horizon,rho_pc2_horizon,rho_pc3_horizon,rho_pc1_reward_ratio,rho_pc1_short_reward,rho_pc1_short_delay,rho_pc1_long_delay,evr_pc1,evr_pc2,evr_pc3,cum_evr_2,cum_evr_5,cum_evr_10,n_pc_horizon,evr_top10,rho_top10,n_choice,silhouette_choice_pc3,rho_pc1_p_short,ridge_r2_horizon
9,R6,3240,0.03407451144223295,-0.05392270880367119,0.0109456385412042,-0.028661786470158386,-0.027218438450886367,-0.0791250107495241,-0.03558929189764827,0.6686176061630249,0.09728961437940598,0.05376798287034035,0.7659072279930115,0.8871222138404846,0.9521723389625549,0,"[0.6686, 0.0973, 0.0538, 0.0436, 0.0238, 0.0177, 0.0162, 0.0143, 0.0096, 0.0071]","[0.034, 0.054, 0.011, 0.004, 0.037, 0.12, 0.032, 0.079, 0.021, 0.03]",3000,-0.015767982229590416,0.1439779213462644,
9,R7,3240,-0.03914275492719515,-0.058813881471688874,0.10144993267031274,-0.010768236213375656,0.037600381041139615,0.0682020431554481,0.03897680457675694,0.45828017592430115,0.11006364971399307,0.0842076912522316,0.5683438181877136,0.7612007856369019,0.8878798484802246,0,"[0.4583, 0.1101, 0.0842, 0.0617, 0.0469, 0.0364, 0.0306, 0.0237, 0.0217, 0.0143]","[0.039, 0.059, 0.101, 0.083, 0.033, 0.0, 0.024, 0.045, 0.047, 0.06]",3000,-0.013857856392860413,-0.13810352344930166,
10,T0,3240,-0.09259546809480033,0.045278763170768684,0.028918894041972735,-0.08362783851167305,-0.17073505602617609,0.021889458690081305,-0.08124838459900034,0.7113320827484131,0.18942555785179138,0.027604809030890465,0.9007576704025269,0.9489466547966003,0.9726653099060059,0,"[0.7113, 0.1894, 0.0276, 0.0118, 0.0087, 0.0077, 0.0054, 0.0046, 0.0031, 0.0029]","[0.093, 0.045, 0.029, 0.058, 0.062, 0.065, 0.086, 0.016, 0.044, 0.102]",3000,-0.0024465499445796013,-0.008396378273543037,
10,T1,3240,0.0364641497048279,0.06814549493116948,0.05220167088668032,0.028755130698415416,0.10354848952081029,-0.0035267200052489307,0.09515182303872671,0.517703115940094,0.3967641294002533,0.03177140653133392,0.9144672155380249,0.9658452272415161,0.9828484654426575,0,"[0.5177, 0.3968, 0.0318, 0.0115, 0.0081, 0.0051, 0.0036, 0.0031, 0.0028, 0.0025]","[0.036, 0.068, 0.052, 0.059, 0.072, 0.211, 0.048, 0.106, 0.107, 0.04]",3000,-0.005089123267680407,0.07182473504686614,
10,T2,3240,0.012938520334266563,-0.003184961214228065,0.00809471299423636,-0.06926313632556019,-0.1063430721944988,-0.013764472333257727,-0.00291815045354839,0.4045335650444031,0.2297397404909134,0.19696801900863647,0.6342732906341553,0.8794510364532471,0.9288736581802368,0,"[0.4045, 0.2297, 0.197, 0.0268, 0.0214, 0.0155, 0.0107, 0.0096, 0.0071, 0.0065]","[0.013, 0.003, 0.008, 0.003, 0.018, 0.043, 0.02, 0.035, 0.15, 0.06]",3000,-0.005426337011158466,0.001432966864097657,
10,T3,3240,0.06738763282418381,0.049593539463673494,0.045645880763043656,-0.028898138835220015,-0.052144693672075644,0.03965322169425367,-0.03368244069613014,0.6011943817138672,0.2698683440685272,0.06290353834629059,0.8710627555847168,0.9560810923576355,0.9770745635032654,0,"[0.6012, 0.2699, 0.0629, 0.0121, 0.01, 0.0069, 0.0051, 0.0036, 0.0031, 0.0022]","[0.067, 0.05, 0.046, 0.1, 0.011, 0.081, 0.007, 0.021, 0.14, 0.129]",3000,-0.0026903825346380472,-0.1447961241879989,
10,T4,3240,-0.073376527621734,-0.032355239215274466,0.003564276181377448,0.023025006438570347,0.033023201213406614,-0.011214970217004058,0.01802550281462397,0.6437253952026367,0.23559431731700897,0.058941926807165146,0.8793197274208069,0.9582474231719971,0.9785698652267456,0,"[0.6437, 0.2356, 0.0589, 0.0106, 0.0094, 0.0066, 0.0049, 0.0038, 0.003, 0.0021]","[0.073, 0.032, 0.004, 0.187, 0.021, 0.088, 0.068, 0.087, 0.142, 0.248]",3000,-0.001832189504057169,0.12527132792627185,
10,T5,3240,0.03253855030680879,-0.09687117874078421,-0.06571091878197717,-0.019894911077181526,-0.037860113418187125,-0.004071191060957517,0.020620677657706817,0.3540249466896057,0.19079913198947906,0.1653895080089569,0.5448240637779236,0.7973338961601257,0.8726999163627625,1,"[0.354, 0.1908, 0.1654, 0.0532, 0.0339, 0.02, 0.0195, 0.0144, 0.011, 0.0105]","[0.033, 0.097, 0.066, 0.138, 0.332, 0.074, 0.187, 0.155, 0.015, 0.137]",3000,0.005635293200612068,-0.058406722269370624,
10,T6,3240,0.019362331356879686,0.0494216136684072,0.059650858421770196,0.019899904418187234,0.010247277252730327,0.027316850217405694,-0.044897474091876236,0.5742973685264587,0.25635579228401184,0.08201484382152557,0.830653190612793,0.9419358372688293,0.9684545993804932,1,"[0.5743, 0.2564, 0.082, 0.0169, 0.0124, 0.0088, 0.0063, 0.0043, 0.0038, 0.0034]","[0.019, 0.049, 0.06, 0.085, 0.088, 0.151, 0.06, 0.179, 0.13, 0.32]",3000,0.0003336652007419616,-0.16114095779300774,
10,T7,3240,0.027669329103462995,0.01337849668131673,0.00871109494585341,-0.04770639515001591,-0.03938316830413069,-0.012413187428962445,-0.02572266473648962,0.3922041058540344,0.23396418988704681,0.16893471777439117,0.6261683106422424,0.8520464301109314,0.9141656160354614,0,"[0.3922, 0.234, 0.1689, 0.0331, 0.0238, 0.0178, 0.0138, 0.0121, 0.0099, 0.0084]","[0.028, 0.013, 0.009, 0.053, 0.037, 0.04, 0.052, 0.001, 0.033, 0.069]",3000,-0.0024522633757442236,-0.1228716947750289,
