layer,position,n95,n99,n_dims_above_noise,scree,noise_scree,tortuosity3,tortuosity_full,planarity2,split_half_r,ends_over_middle_spacing,snr,mean_pr
22,R0,5,10,16,"[np.float32(0.6207), np.float32(0.257), np.float32(0.0365), np.float32(0.0283), np.float32(0.0149), np.float32(0.0121), np.float32(0.007), np.float32(0.0053)]","[np.float32(0.0039), np.float32(0.0031), np.float32(0.0019), np.float32(0.0011), np.float32(0.0007), np.float32(0.0006), np.float32(0.0005), np.float32(0.0004)]",3.04791522026062,3.935560941696167,0.8777483701705933,0.995566043829309,1.587457748460239,0.3394823968410492,8.097267992356244
29,R0,4,8,16,"[np.float32(0.7757), np.float32(0.1491), np.float32(0.0231), np.float32(0.0147), np.float32(0.01), np.float32(0.0078), np.float32(0.0055), np.float32(0.0043)]","[np.float32(0.0043), np.float32(0.002), np.float32(0.0009), np.float32(0.0008), np.float32(0.0006), np.float32(0.0005), np.float32(0.0004), np.float32(0.0003)]",2.0534305572509766,3.2285327911376953,0.9248288869857788,0.9943454717147875,0.5723945448780471,0.2293357104063034,4.724059006747077
37,T3,5,11,16,"[np.float32(0.5804), np.float32(0.291), np.float32(0.0334), np.float32(0.0274), np.float32(0.018), np.float32(0.014), np.float32(0.0075), np.float32(0.0061)]","[np.float32(0.0074), np.float32(0.0037), np.float32(0.0023), np.float32(0.0019), np.float32(0.0011), np.float32(0.001), np.float32(0.0008), np.float32(0.0006)]",2.951765775680542,4.057758808135986,0.8714253306388855,0.9909240510586249,1.7615473741010337,0.25559645891189575,9.472650920643526
22,T3,6,11,16,"[np.float32(0.6268), np.float32(0.2273), np.float32(0.0448), np.float32(0.0281), np.float32(0.0216), np.float32(0.0147), np.float32(0.0081), np.float32(0.0062)]","[np.float32(0.0051), np.float32(0.0038), np.float32(0.0022), np.float32(0.0014), np.float32(0.001), np.float32(0.0007), np.float32(0.0006), np.float32(0.0005)]",3.184516191482544,4.248417377471924,0.854120135307312,0.9946216406694885,1.5791099722912298,0.2896549105644226,8.794163984410902
