layer,position,r2_transfer,rho_link_mixed,rho_link_all,normal_floor,along_hours,along_days,along_weeks,along_months,along_decades,along_centuries
22,T3,0.7773937753493001,-0.15713204249831633,-0.10157422699916639,4.581284046173096,-0.6800000071525574,-0.28999999165534973,0.10000000149011612,0.17000000178813934,-0.11999999731779099,-0.3799999952316284
37,T3,0.8483028045782203,-0.11642110286262101,-0.05812974598016059,5.026664733886719,-0.10999999940395355,-0.28999999165534973,0.14000000059604645,0.07000000029802322,-0.23000000417232513,-0.25
22,R0,0.8735382463096695,-0.13757228008577604,-0.13477626035849843,4.091620445251465,-0.7400000095367432,-0.18000000715255737,0.5299999713897705,0.41999998688697815,0.12999999523162842,-0.12999999523162842
29,R0,0.88502327278452,-0.32818792314331074,-0.3256834932658748,4.025171279907227,-0.1599999964237213,-0.009999999776482582,0.23999999463558197,0.33000001311302185,0.07999999821186066,-0.12999999523162842
